content,label
"You may not assign these Terms or any of the rights granted hereunder without the prior written consent of Oculus, and any attempted assignment without such consent shall be void. Subject to the foregoing restriction, these Terms will be fully binding upon, inure to the benefit of and enforceable by us and our respective successors and assignees.",unc
"Any failure by Oculus to insist upon or enforce performance by you of any of the provisions of these Terms or to exercise any rights or remedies under these Terms or otherwise by law will not be construed as a waiver or relinquishment of any right to assert or rely upon the provision, right or remedy in that or any other instance; rather, the provision, right or remedy will be and remain in full force and effect.",unc
"If you have any questions or concerns regarding these Terms or our Services, please contact us through the support portal at https://support.oculus.com.",unc
Special provisions applicable to users outside the United States,unc
Certain specific terms that apply only for German users are available at https://www.oculus.com/legal/terms-applicable-to-germany/. Please review these terms carefully if you reside in Germany.,unc
"This Agreement applies to the use of the Services and any Content (defined below) included therein by every computer or other communication means (such as cellular phones, wireless mobile devices, PDA's, etc.). This Agreement further applies to the use of the Services via the Internet or any other communication networks. For your reference, a Definitions section is included at the end of this Agreement.",unc
You affirm that you are at least 13 years old. If you are under 13 years of age you may not use the Services.,unc
"THESE TERMS CONTAIN A BINDING ARBITRATION AGREEMENT AND CLASS ACTION WAIVER, WHICH STATE THAT YOU AND ONAVO AGREE TO RESOLVE CERTAIN DISPUTES THROUGH BINDING INDIVIDUAL ARBITRATION AND GIVE UP ANY RIGHT TO HAVE THOSE DISPUTES DECIDED BY A JUDGE OR JURY.",a2
"Onavo provides Apps that perform functions like compressing mobile data, analyzing mobile data usage, and helping to secure mobile data communications on certain mobile platforms and communication networks. By using the Apps, your access to the Internet through your device may be routed through Onavo's servers, which, among other things, may compress the data transmitted and reduce the volume of your downloads and/or uploads, analyze your mobile data usage, or help secure your information, for your benefit. For more information about Onavo's Services, please visit the Website.",unc
"Onavo alone shall own all rights, title and interest evidenced by, embodied in, and/or attached/connected/related to the Services, including, but not limited to, all related Intellectual Property Rights (defined below) in and to the Services, the Content, Onavo Technology (defined below) and any suggestions, ideas, enhancement requests, feedback, recommendations or other information provided by you or any other party relating to the Services. Onavo's name, trademarks, service marks, logos, and the product names associated with the Services are trademarks and/or service marks and/or trade names owned by Onavo or third parties who licensed their rights to Onavo, and no right or license is granted hereunder to use them.",unc
"Unless otherwise expressly permitted in this Agreement, you may not copy, distribute, display or perform publicly, sublicense, decompile, disassemble, reduce to human readable form, execute publicly, make available to the public, adapt, make commercial use, process, compile, translate, sell, lend, rent, reverse engineer, combine with other software, modify or create derivative works of any of the Services, which are subject to Intellectual Property Rights or other proprietary rights, either by yourself or by a third party on your behalf, in any way or by any means, including, but not limited to electronic, mechanical or optical means, other than as expressly permitted in this Agreement.",unc
"You agree to abide by all messages and signs pertaining to proprietary rights, such as – Copyright mark [©] or Trademark [® or ™] accompanying the Content. You agree to retain and not to distort, remove or tamper with any trademark, logo, copyright or other intellectual property notice appearing on or contained within the Services, whether of Onavo or any other third parties.",unc
"We do not claim ownership over content, such as text and images, that you may upload through the Services. However, when you do so, you represent and warrant that you are the rightful owner of all rights to that content or that you are licensed by the rightful owners to post and use such content on the Internet through the Services, in accordance with these terms. Without derogating from the foregoing, Onavo does not endorse or assume any responsibility with respect to content posted by users through the Services and marked improperly.",unc
"This Agreement does not convey to you any ownership interest in or to the Services, but only a limited and revocable right of use in accordance with the terms of this Agreement. Nothing in this Agreement constitutes a waiver of Onavo's Intellectual Property Rights under any law. Use of the Services in violation of the limited license granted hereunder will result in the termination of this license and may expose you to claims for damages. You agree to take all necessary steps to prevent any unauthorized disclosure or use of the Services, or any part thereof, by others.",unc
"Installing or using the Services on your mobile device transmits to Onavo certain information about your device and how you use it in connection with the services. For example, we may receive information such as the type of device you use, its operating system, your mobile carrier, your device identifier, applications you have installed, your usage of applications and their data consumption and the activities you have undertaken in relation to the Services. By installing or using the Services you agree that we can receive this information. You further represent and warrant that you are the rightful owner of all such data that Onavo collects or that you are permitted by the rightful owners to grant us the rights to use it in accordance with this Agreement.",unc
"You are responsible for all of the acts or omissions associated with your access and use of the Services and the access and use of the Services by anyone on your behalf. You will abide by all applicable local, state, national and foreign laws, treaties and regulations in connection with your use of the Services, including without limitation those related to data privacy, international communications and the transmission of technical or personal data. You will comply with any instructions concerning access to and/or use of the Services that Onavo may offer from time to time.",unc
"You specifically agree not to, in any way: (i) access (or attempt to access) the Services by any unauthorized or automated means, other than through the interface that is provided by Onavo; (ii) breach this Agreement or any other applicable rules and instructions that we may convey with respect to the use of the Services; (iii) interfere with or disrupt the integrity or damage the performance of the Services or any other computer system or network or circumvent or manipulate the operation, or functionality of the Services, including any hosting services provided to facilitate the Services; (iv) use the Services for commercial purposes; including but not limited to, sending commercial email solicitation or advertisements, or any unsolicited bulk e-mail or unsolicited commercial e-mail or any activities that violate anti-spamming laws and regulations; (v) post false, inaccurate, or misleading content or content which is not compatible with the rules of behavior in any of the Services; (vi) use robots, crawlers and similar applications to collect and compile Content from the Services, for the purposes of competing with the Services, or in such ways that might impair or disrupt the Services' functionality; (vii) impersonate any person or entity, or make any false statement pertaining to your identity, employment, agency or affiliation with any person or entity; (viii) collect or process personally identifying information of the Services' users without their explicit consent; (ix) post commercial content, including advertisements, sponsorships, solicitations, endorsements and public relations material, except as expressly permitted and in designated zones only; (x) export illegally any controlled or restricted items, including software, algorithms, or other data that is subject to export laws; (xi) engage in any illegal activities, including advertising, transmitting, or otherwise making available gambling sites or services or disseminating, promoting or facilitating child pornography; (xii) violate the security or integrity of any network, computer or communications system, software application, or network or computing device involved in the Services; (xiii) interfere with the proper functioning of any System, including deliberate attempts to overload a system by mail bombing or flooding techniques; (xiv) send, store, provide or link through the Services to any content or material that may reasonably be deemed as:",unc
"Software viruses, Trojan horses, worms, vandals, spyware and any other malicious applications or any other similar software or programs that may damage the operation of the Services;",unc
"Encouraging, supporting, assisting, providing instructions or advising in the committing of a criminal offense, under the applicable laws;",unc
Constituting a violation of a person's right for privacy or right of publicity;,unc
"Prohibited by any applicable law, including court restraining orders, to be posted, published, disseminated, or otherwise made available to the public;",unc
"Threatening, abusive, harassing, defamatory, libelous, vulgar, obscene or racially, ethnically or otherwise objectionable;",unc
"Should Onavo become aware that you have violated section 4.2 above, Onavo shall be entitled, at its own discretion, to remove the content in violation immediately, terminate your user account under section 9 below and/or notify the relevant authorities.",ter2
"Should Onavo become aware that you have violated section 4.2 above, Onavo shall be entitled, at its own discretion, to remove the content in violation immediately, terminate your user account under section 9 below and/or notify the relevant authorities.",cr2
"WE MAY EMPLOY VARIOUS TECHNOLOGICAL MEASURES TO MONITOR, DETECT AND PREVENT MISUSE OF THE SERVICES. WE MAY USE SUCH MEASURES AND THE DATA COLLECTED THROUGH THEM, IN ORDER TO ENFORCE THIS AGREEMENT AND HANDLE THE RESULTS OF ANY WRONGDOINGS OR MISCONDUCT WITH RESPECT TO THE SERVICES.",unc
"Registration for the Services is free of charge. When you register for the Services we will ask you to provide us with certain contact and personal details. False, incorrect, or outdated information may prevent you from registering and impair our ability to contact you.",unc
"You are fully accountable for any outcome resulting from your failure to provide true, accurate and complete details in the course of the registration process, and for any use or misuse of your account.",unc
"Onavo will make reasonable efforts to have the Services running efficiently and accessible at all times. However, the availability and functionality of the Services depend on various factors and elements, including software, hardware and communication networks provided by third parties. These factors are not fault free. Onavo does not warrant that the Services will operate in an uninterrupted or error-free manner, or that they will always be available, free from all harmful components, or that they are safe, secured from unauthorized access to the Services’ computers, immune from damages, free of malfunctions, bugs or failures, including, but not limited to hardware failures, software failures and software communication failures, originating either in Onavo or any other provider. Such incidents will not be considered a breach of this Agreement.",unc
"Onavo may terminate this Agreement, or terminate or suspend your access to any of the Services at any time, with or without cause, with or without notice. Upon such termination or suspension, your right to use the Services will immediately cease.",ter3
"Any unauthorized use of the Services or other failure by you to comply with the terms of this Agreement will be deemed a material breach of this Agreement and will entitle Onavo, without derogating from any other remedies available to it, to immediately suspend or terminate this Agreement with no liability to you.",ter2
"ANY APPS DOWNLOADED FROM ONAVO ARE SUBJECT TO THIS AGREEMENT, WHICH SHOULD BE REVIEWED CAREFULLY BEFORE DOWNLOADING AND INSTALLING ONAVO'S APPS. YOU ACKNOWLEDGE AND AGREE THAT THE CONTENT IS PROVIDED AS AN EXAMPLE ONLY AND THAT YOU WILL EXERCISE YOUR OWN INDEPENDENT ANALYSIS AND JUDGMENT IN YOUR USE OF THESE SERVICES. ONAVO ASSUMES NO LIABILITY FOR YOUR USE OF THE CONTENT OR ANY APPLICATIONS ASSISTANCE PROVIDED BY ONAVO. USE OF THE INFORMATION PROVIDED ON THE WEBSITE MAY REQUIRE A LICENSE FROM ONAVO OR A THIRD PARTY UNDER THE PATENTS OR OTHER INTELLECTUAL PROPERTY RIGHTS OF ONAVO OR THAT THIRD PARTY.",unc
"Onavo reserves the right to make corrections, modifications, enhancements, improvements and other changes to the Services at any time or to discontinue the Services without notice.",ter3
"Onavo reserves the right to make corrections, modifications, enhancements, improvements and other changes to the Services at any time or to discontinue the Services without notice.",ch2
"IN NO EVENT SHALL ONAVO BE LIABLE TO ANYONE FOR ANY INDIRECT, PUNITIVE, SPECIAL, EXEMPLARY, INCIDENTAL, CONSEQUENTIAL OR OTHER DAMAGES OF ANY TYPE OR KIND (INCLUDING LOSS OF DATA, REVENUE, PROFITS, USE OR OTHER ECONOMIC ADVANTAGE) ARISING OUT OF, OR IN ANY WAY CONNECTED WITH THE SERVICES, INCLUDING BUT NOT LIMITED TO THE USE OR INABILITY TO USE THE SERVICES, OR FOR ANY CONTENT OBTAINED FROM OR THROUGH THE SERVICES, ANY INTERRUPTION, INACCURACY, ERROR OR OMISSION, EVEN IF ONAVO HAS BEEN PREVIOUSLY ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.",ltd2
"Certain states and/or jurisdictions do not allow the exclusion of implied warranties or limitation of liability for incidental, consequential or certain other types of damages, so the exclusions set forth above may not apply to you.",unc
"Insofar as the Services utilize components or functions operated or managed by third parties, Onavo will not be liable for any form of liability, including, but not limited to any direct or indirect damage, pecuniary or otherwise, arising from the use of, reliance on, or in connection with, such third parties’ components and functions.",ltd2
"The Services may contain links to other websites or mobile applications provided by third parties. We do not operate or monitor the content of these websites or mobile applications. You may find them or the information and content posted therein not compatible with your requirements, objectionable, annoying, improper, unlawful or immoral.",unc
"By linking to a third-party website or mobile application, we do not endorse or sponsor its content, confirm its accuracy, credibility, authenticity, reliability, validity, integrity or legality. We assume no responsibility for such third party websites, content or mobile applications, their availability, or for any transactions made between you and such third parties. ",unc
"You agree to indemnify, defend and hold harmless, Onavo and its managers, directors, shareholders, employees, sub-contractors, agents, licensors and anyone acting on Onavo's behalf, at your own expense and immediately after receiving a written notice from us, from and against any damages, loss, costs, expenses and payments, including reasonable attorney’s fees and legal expenses, resulting from any complaint, claim, or demand, arising from, or in connection with your use of the Services, the content that you upload or provide through the Services, any communications that you convey through the Services, or your breach of this Agreement, or any other terms, rules or regulations applicable to the Services, or your violation, or infringement of other persons rights.",unc
Onavo may give you notice by means of a general notice on the Services or by electronic mail to your e-mail address on record in Onavo's account information. Such notice shall be deemed to have been given upon the expiration of 48 hours after posting or 12 hours after sending by email.,unc
Onavo reserves the right to modify the terms and conditions of this Agreement or its policies relating to the Services at any time.,ch2
"The provisions of the intellectual property, disclaimer of warranty, limitation of liability, and indemnification sections, and anything else that reasonably should be interpreted as surviving termination shall survive the termination, or expiration of the Agreement.",unc
All requests for further information should be directed to: support@onavo.com.,unc
"In connection with your use of the Services, you may be asked to consent to policies or terms and conditions in addition to this Agreement. Please read these supplemental policies and terms carefully before making any use of such portions of the Services. Any supplemental terms will not vary or replace this Agreement regarding any use of the Services, unless otherwise expressly stated.",unc
Definitions as used in this Agreement and in any Subscription Orders now or hereafter associated herewith:,unc
"""Content"" means the audio and visual information, documents, software, products and services contained in or made available to you in the course of using the Services that is owned by Onavo.",unc
"""Intellectual Property Rights"" means unpatented inventions, patent applications, patents, design rights, copyrights, trademarks, service marks, trade names, domain name rights, mask work rights, know-how and other trade secret rights, and all other intellectual property rights, derivatives thereof, and forms of protection of a similar nature anywhere in the world and any goodwill associated therewith.",unc
"""Onavo Technology"" means all of Onavo proprietary technology (including software, hardware, products, processes, algorithms, user interfaces, know-how, techniques, designs and other tangible or intangible technical material or information) made available to you by Onavo in providing the Services.",unc
Choice of Law. ,unc
"Disputes. Our goal is to resolve claims fairly and quickly. Accordingly, for any claim that you have against us, you agree, prior to filing any suit or proceeding, to first contact us and attempt to resolve the claim informally by sending us a written notice of your claim (""Notice""). The Notice should be sent by certified mail addressed to: Onavo, Inc., Attn: Legal – Arbitration Opt Out, 1601 Willow Road, Menlo Park, CA 94025. The Notice must (1) include your name, residence address, and the email address and/or mobile telephone number; (2) describe the nature and basis of the claim; and (3) set forth the specific relief sought. If you and we cannot reach an agreement to resolve the claim within 30 days after such Notice is received, then either party may, as appropriate in accordance with this Section 20, commence an arbitration proceeding or file a claim in court. You agree that any claim you have against us must be commenced or filed within one year after such claim arose; otherwise, your claim is permanently barred.",unc
"You and Onavo agree that each may bring Disputes against the other only on your or its own behalf, and not on behalf of any government official or other person, or any class of people. You and Onavo agree not to participate in a class action, a class-wide arbitration, claims brought in a private attorney general or representative capacity, or consolidated claims involving another person’s account, if Onavo is a party to the proceeding. You and Onavo agree not to combine a claim that is subject to arbitration under these Terms with a claim that is not eligible for arbitration under these Terms. You and Onavo agree to waive the right to a trial by jury for all Disputes.",unc
"You may opt out of this agreement to arbitrate. If you do so, neither you nor Onavo can require the other to participate in an arbitration proceeding. To opt out, you must notify us in writing postmarked within 30 days of the date that you first became subject to this arbitration agreement. You must use this address to opt out:",unc
You must include (1) your name and residence address; (2) your email address; and (3) a clear statement that you want to opt out of these Terms’ arbitration agreement.,unc
Venue. ,unc
"This Agreement comprises the entire agreement between the parties and supersedes all prior or contemporaneous negotiations, discussions or agreements, whether written or oral, between the parties regarding the subject matter contained herein. If any provision of this Agreement is held to be invalid or unenforceable, then such provision shall be construed, as nearly as possible, to reflect the intentions of the invalid or unenforceable provision, with all other provisions remaining in full force and effect. No joint venture, partnership, employment, or agency relationship exists between the parties as a result of this Agreement or use of the Services. The failure of Onavo to enforce any right or provision in this Agreement shall not constitute a waiver of such right or provision unless acknowledged and agreed to by Onavo in writing. The section headings in the Agreement are included for convenience only and shall take no part in the interpretation, or construing of the Agreement. ""Including"", whether capitalized or not, means without limitation. This Agreement may not be assigned by you without the prior written approval of Onavo and any assignment without such prior written consent shall be void.",unc
"Welcome to the Pokémon GO video game services, which are accessible via the Niantic, Inc. (“Niantic”) mobile device application (the “App”). To make these Pokémon GO Terms of Service (the “Terms”) easier to read, our video game services, the App, and our websites located at http://pokemongo.nianticlabs.com and http://www.pokemongolive.com (the “Site”) are collectively called the “Services.” Please read carefully these Terms, our Trainer Guidelines, and our Privacy Policy, because they govern your use of our Services.",unc
"By using our Services, you are agreeing to these Terms, our Trainer Guidelines, and our Privacy Policy.",use2
We may modify these Terms at any time.,ch2
"If we do so, we’ll let you know either by posting the modified Terms on the Site or App or through other communications.",ch2
"It’s important that you review the Terms whenever we modify them, because if you continue to use the Services after we have posted modified Terms on the Site or App, or otherwise communicate them to you, you are indicating to us that you agree to be bound by the modified Terms.",use2
"Because our Services evolve over time, we may change or discontinue all or any part of the Services at any time and without notice.",ter3
"ARBITRATION NOTICE: EXCEPT IF YOU OPT OUT AND EXCEPT FOR CERTAIN TYPES OF DISPUTES DESCRIBED IN THE “AGREEMENT TO ARBITRATE” SECTION BELOW, YOU AGREE THAT DISPUTES BETWEEN YOU AND NIANTIC WILL BE RESOLVED BY BINDING, INDIVIDUAL ARBITRATION, AND YOU ARE WAIVING YOUR RIGHT TO A TRIAL BY JURY OR TO PARTICIPATE AS A PLAINTIFF OR CLASS MEMBER IN ANY PURPORTED CLASS ACTION OR REPRESENTATIVE PROCEEDING.",a2
"If you want to use certain features of the Services, you will have to create an account with us (an “Account”). You can create an Account if you have (a) a pre-existing Google account; (b) a pre-existing Pokémon Trainer Club (“PTC”) account; (c) a pre-existing account with Facebook, or (d) such other pre-existing third-party accounts as we may choose to support in the future (notification of which will be provided by allowing selection of such pre-existing accounts on the relevant account-creation screen). We will create your Account by extracting from your Google, PTC, Facebook, or other pre-existing third-party account certain personal information (such as your email address) that your privacy settings on the applicable account permit us to access.",unc
"We comply with the Children’s Online Privacy Protection Act (COPPA) through the verification and consent process handled by PTC. If you are over the age of 13 and register to create an Account through PTC, PTC will enable you to access and use the Services. The Parent of each child under the age of 13 must register with The Pokémon Company International, Inc. (“TPCI”) through PTC before a child may use the Services. TPCI requires the Parent to verify that he or she is the Parent of the child and to consent to the creation of an Account with us for the child. Upon receipt of both parental verification and consent, TPCI will enable the Parent to create an Account with us for the child.",unc
"If a Parent does not consent to a child’s access to and use of the Services or does not verify the Parent’s consent through the consent process, Niantic will bar that child’s registration for an Account, prevent the child’s access to and use of the Services, and ensure that such child’s information is not accessible through the Services. If a Parent has consented to a child’s access to and use of the Services but wishes to rescind such consent, the Parent should contact us at https://pokemongo.nianticlabs.com/support/delete/en to submit the request. We will discontinue that child’s access to and use of the Services and ensure that such child’s information is no longer accessible through the Services.",unc
"During game play, please be aware of your surroundings and play safely. You agree that your use of the App and play of the game is at your own risk, and it is your responsibility to maintain such health, liability, hazard, personal injury, medical, life, and other insurance policies as you deem reasonably necessary for any injuries that you may incur while using the Services. You also agree not to use the App to violate any applicable law, rule, or regulation (including but not limited to the laws of trespass) or the Trainer Guidelines, and you agree not to encourage or enable any other individual to violate any applicable law, rule, or regulation or the Trainer Guidelines. Without limiting the foregoing, you agree that in conjunction with your use of the App you will not inflict emotional distress on other people, will not humiliate other people (publicly or otherwise), will not assault or threaten other people, will not enter onto private property without permission, will not impersonate any other person or misrepresent your affiliation, title, or authority, and will not otherwise engage in any activity that may result in injury, death, property damage, and/or liability of any kind. To the extent permitted by applicable law, Niantic, ",unc
"Subject to your compliance with these Terms, Niantic grants you a limited nonexclusive, nontransferable, non-sublicensable license to download and install a copy of the App on a mobile device and to run such copy of the App solely for your own personal, noncommercial purposes. Except as expressly permitted in these Terms, you may not: (a) copy, modify, or create derivative works based on the App; (b) distribute, transfer, sublicense, lease, lend, or rent the App to any third party; (c ) reverse engineer, decompile, or disassemble the App; or (d) make the functionality of the App available to multiple users through any means. Niantic reserves all rights in and to the App not expressly granted to you under these Terms.",unc
"If you accessed or downloaded the App from the Apple Store, then you agree to use the App only: (a) on an Apple-branded product or device that runs iOS (Apple’s proprietary operating system software); and (b) as permitted by the “Usage Rules” set forth in the Apple Store Terms of Service.",unc
"If you accessed or downloaded the App from any app store or distribution platform (like the Apple Store, Google Play, or Amazon Appstore) (each, an “App Provider”), then you acknowledge and agree that:",unc
"These Terms are concluded between you and Niantic, and not with App Provider, and that, as between us and the App Provider, Niantic is solely responsible for the App.",unc
App Provider has no obligation to furnish any maintenance and support services with respect to the App.,unc
"App Provider is not responsible for addressing any claims you have or any claims of any third party relating to the App or your possession and use of the App, including but not limited to: (i) product liability claims; (ii) any claim that the App fails to conform to any applicable legal or regulatory requirement; and (iii) claims arising under consumer protection or similar legislation.",unc
"In the event of any third-party claim that the App or your possession and use of the App infringes that third party’s intellectual property rights, Niantic will be solely responsible for the investigation, defense, settlement, and discharge of any such intellectual property infringement claim to the extent required by these Terms.",unc
"App Provider and its subsidiaries are third-party beneficiaries of these Terms as related to your license of the App, and that, upon your acceptance of the terms and conditions of these Terms, App Provider will have the right (and will be deemed to have accepted the right) to enforce these Terms as related to your license of the App against you as a third-party beneficiary thereof.",unc
You must also comply with all applicable third-party terms of service when using the App.,unc
"You agree to comply with all U.S. and foreign export laws and regulations to ensure that neither the App nor any technical data related thereto nor any direct product thereof is exported or re-exported directly or indirectly in violation of, or used for any purposes prohibited by, such laws and regulations. By using the App, you represent and warrant that: (i) you are not located in a country that is subject to a U.S. Government embargo, or that has been designated by the U.S. Government as a “terrorist supporting” country; and (ii) you are not listed on any U.S. Government list of prohibited or restricted parties.",unc
"For purposes of these Terms: (a) “Content” means the text, software, scripts, graphics, photos, sounds, music, videos, audiovisual combinations, interactive features, works of authorship of any kind, and information or other materials that are posted, generated, provided, or otherwise made available through the Services; and (b) “User Content” means any Content that Account holders (including you) provide to be made available through the Services. Content includes without limitation User Content. Subject to your compliance with these Terms, Niantic grants you a personal, noncommercial, nonexclusive, nontransferable, non-sublicensable, revocable license to download, view, display, and use the Content solely in connection with your permitted use of the Services.",unc
"By making any User Content available through Services, you grant to Niantic a nonexclusive, perpetual, irrevocable, transferable, sublicensable, worldwide, royalty-free license to use, copy, modify, create derivative works based upon, publicly display, publicly perform, and distribute your User Content in connection with operating and providing the Services and Content to you and to other Account holders.",unc
"Niantic may reject any submissions in which Niantic believes, in its sole discretion, that the User Content is inappropriate or violates the Trainer Guidelines or these Terms.",cr2
Niantic further reserves the right to remove any User Content from the Services at any time and without notice and for any reason.,cr3
"The App permits Account holders to capture and trade virtual items, including but not limited to Pokémon characters or creatures (“Trading Items”) during gameplay. Unlike Virtual Money and Virtual Goods (see below), Trading Items are obtained at no additional charge during gameplay. Trading Items are a category of Content, and Niantic grants you a limited, nontransferable, non-sublicensable, revocable license to use such Trading Items in conjunction with your personal, noncommercial use of the Services. You acknowledge that you do not acquire any ownership rights in or to Trading Items and that Trading Items do not have monetary value. Trading Items may be traded with other Account holders for other Trading Items, but Trading Items can never be sold, transferred, or exchanged for Virtual Money, Virtual Goods, “real” goods, “real” money, or “real” services, or any other compensation or consideration from us or anyone else.",unc
"You also agree that you will only obtain Trading Items from other Account holders and through means provided by us, and not from or through any third-party platform, exchange, broker, or other mechanism, unless expressly authorized. We may cancel any Trading Items sold, transferred, or exchanged in violation of these Terms. ",unc
"The App permits the purchase of virtual currency (“Virtual Money”) and use of that Virtual Money to purchase virtual items or services that we expressly make available for use in the App (“Virtual Goods”). The purchase of Virtual Money and Virtual Goods is limited to Account holders who are either (a) 18 years of age or older; or (b) under the age of 18 and have the consent of a Parent to make the purchase. Parents of children under the age of 18 can consult the iOS or Google Play settings for their App to restrict in-App purchases, but should also monitor their children’s Accounts for unexpected activity, including the purchase of Virtual Money or Virtual Goods.",unc
"Virtual Money is a category of Content, so the purchase of Virtual Money grants you only a limited, nontransferable, non-sublicensable, revocable license to use such Virtual Money to access and purchase Virtual Goods in conjunction with your personal, noncommercial use of the Services. You acknowledge that you do not acquire any ownership rights in or to the Virtual Money, Virtual Goods, or other Content; any balance of Virtual Goods or Virtual Money does not reflect any stored value. You agree that Virtual Money and Virtual Goods have no monetary value and do not constitute actual currency or property of any type. Virtual Money may be redeemed only for Virtual Goods and can never be sold, transferred, or exchanged for “real” money, “real” goods, or “real” services from us or anyone else. You also agree that you will only obtain Virtual Money and/or Virtual Goods from us and through means provided by us, and not from any third-party platform, exchange, broker, or other mechanism, unless expressly authorized. Once you acquire a license to Virtual Money or Virtual Goods, you may not trade or transfer the Virtual Money or Virtual Goods to another individual or account, unless such functionality is provided to you by us by way of a feature or service, whether inside the App or through some other method (e.g., our website). We may cancel any Virtual Money or Virtual Goods sold, transferred, or exchanged in violation of these Terms. ",unc
Pricing and availability of Virtual Money and Virtual Goods are subject to change without notice.,ch2
"We reserve the right to control, regulate, change, or remove any Virtual Money or Virtual Goods without any liability to you.",ch2
"We reserve the right to control, regulate, change, or remove any Virtual Money or Virtual Goods without any liability to you.",cr2
"You acknowledge that Niantic is not required to provide a refund for any reason, and that you will not receive money or other compensation for unused Virtual Money and Virtual Goods when your Account is closed, whether such closure was voluntary or involuntary.",ltd2
"You agree that you are responsible for your own conduct and User Content while using the Services, and for any consequences thereof. Please refer to our Trainer Guidelines (https://pokemongo.nianticlabs.com/support/guidelines/en) for information about the kinds of conduct and User Content that are prohibited while using the Services. By way of example, and not as a limitation, you agree that when using the Services and Content, you will not:",unc
"defame, abuse, harass, harm, stalk, threaten, or otherwise violate the legal rights (including the rights of privacy and publicity) of others;",unc
"upload, post, email, transmit, or otherwise make available any unlawful, inappropriate, defamatory, obscene, pornographic, vulgar, offensive, fraudulent, false, misleading, or deceptive Content or message;",unc
"upload, post, or otherwise make available commercial messages or advertisements, pyramid schemes, or other disruptive notices;",unc
impersonate or misrepresent your affiliation with another person or entity;,unc
promote or provide instructional information about illegal or harmful activities or substances;,unc
"promote or engage in physical harm, violence, or injury against any group or individual;",unc
"transmit any viruses, worms, defects, Trojan horses, or any items of a destructive nature;",unc
"submit fake, falsified, misleading, or inappropriate data submissions, edits, or removals;",unc
"post, upload, publish, submit, or transmit any Content that infringes, misappropriates, or violates a third party’s patent, copyright, trademark, trade secret, moral rights, or other intellectual property rights, or rights of publicity or privacy;",unc
"attempt to probe, scan, or test the vulnerability of any Niantic system or network or breach any security or authentication measures;",unc
"avoid, bypass, remove, deactivate, impair, descramble, or otherwise circumvent any technological measure implemented by Niantic or any of Niantic’s providers or any other third party (including another user) to protect the Services or Content;",unc
"extract, scrape, index, copy, or mirror the Services or Content or portions thereof (including but not limited to the PokéStop database and other information about users or gameplay);",unc
"use any meta tags or other hidden text or metadata utilizing a Niantic trademark, logo, URL, or product name without Niantic’s express written consent;",unc
"forge any TCP/IP packet header or any part of the header information in any email or newsgroup posting, or in any way use the Services or Content to send altered, deceptive, or false source-identifying information;",unc
"attempt to decipher, decompile, disassemble, or reverse engineer any of the software used to provide the Services or Content;",unc
"take any action that imposes, or may impose, an unreasonable or disproportionately large load on the Services or Niantic’s infrastructure;",unc
"delete, obscure, or in any manner alter any attribution, warning, or link that appears in the Services or the Content;",unc
"use the Services or Content, or any portion thereof, for any commercial purpose or for the benefit of any third party or in a manner not permitted by these Terms, including but not limited to (a) gathering in App items or resources for sale outside the App, (b) performing services in the App in exchange for payment outside the App, or (c ) sell, resell, rent, or lease the App or your Account;",unc
collect or store any personally identifiable information from the Services from other users of the Services without their express permission;,unc
"We welcome feedback, comments, and suggestions for improvements to the Services (“Feedback”). You can submit Feedback by reaching out to us on Facebook, Twitter, or Google+. You grant to us a nonexclusive, worldwide, perpetual, irrevocable, fully paid, royalty free, sublicensable, and transferable license under any and all intellectual property rights that you own or control to use, copy, modify, create derivative works based upon, and otherwise exploit the Feedback for any purpose.",unc
Niantic respects copyright law and expects its users to do the same. ,unc
"We may terminate your access to and use of the Services, at our sole discretion, at any time and without notice to you.",ter3
"YOUR USE OF THE APP AND SERVICES ARE AT YOUR OWN RISK. TO THE EXTENT PERMITTED BY APPLICABLE LAW, THE SERVICES AND CONTENT ARE PROVIDED “AS IS,” WITHOUT WARRANTY OF ANY KIND. WITHOUT LIMITING THE FOREGOING, NIANTIC, TPC, AND TPCI EXPLICITLY DISCLAIM ANY WARRANTIES OF MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE, QUIET ENJOYMENT, OR NON-INFRINGEMENT, AND ANY WARRANTIES ARISING OUT OF COURSE OF DEALING OR USAGE OF TRADE. Niantic, TPC, and TPCI make no warranty that the Services will meet your requirements or be available on an uninterrupted, secure, or error -free basis, and we make no warranty regarding the quality, accuracy, timeliness, truthfulness, completeness, or reliability of any Content.",unc
