category,content,fairness,label,line_number
unc,"You acknowledge that your participation in the Service, including your creation or uploading of Content in the Service, does not make you a Linden Lab employee and that you do not expect to be, and will not be, compensated by Linden Lab for such activities, and you will make no claim inconsistent with these acknowledgements. In addition, no agency, partnership, joint venture or franchise relationship is intended or created by this Agreement.",,unc,
unc,Unsolicited Ideas and Materials Prohibited; No Confidential or Special Relationship with Linden Lab.,,unc,
unc,Linden Lab employs a staff of designers to develop new ideas and Linden Lab solicits and receives product idea submissions from professional inventors with whom it has business relationships.,,unc,
unc,"Because of this, in your communications with Linden Lab, please keep in mind that Linden Lab does not accept or consider any unsolicited ideas or materials for products or services, or even improvements to products or services, (collectively, ""Unsolicited Ideas and Materials""). Therefore, you must not send to Linden Lab (even within any of your User Content that we may request), in any form and by any means, any Unsolicited Ideas and Materials. Any Unsolicited Ideas and Materials you post on or send to us via the Service are deemed User Content and licensed to us as set forth above.",,unc,
unc,"Except as otherwise specifically described in the Service's Privacy Statement or any Additional Terms, your relationship with Linden Lab is not a confidential, fiduciary, or other type of special relationship and your Unsolicited Ideas and Materials, and anything else submitted by you will be treated as non-confidential and non-proprietary User Content – regardless of whether you mark them ""confidential"", ""proprietary"", or the like. Linden Lab will not assume any responsibility, obligation, or liability for the receipt or non-receipt of any of the foregoing. Therefore, your decision to submit any Unsolicited Ideas and Materials to Linden Lab does not place Linden Lab in a position that is any different from the position held by members of the general public with regard to your Unsolicited Ideas and Materials.",,unc,
unc,"Linden Lab's receipt of your Unsolicited Ideas and Materials is not an admission by Linden Lab of their novelty, priority, or originality, and it does not impair Linden Lab's right to contest existing or future intellectual property rights relating to your Unsolicited Ideas and Materials.",,unc,
a,"By agreeing to these Terms of Service, you also agree to arbitrate any and all claims against Linden Lab pursuant to the Federal Arbitration Act and subject to the terms below (the ""Agreement to Arbitrate"").",2,a2,
unc,"If a dispute arises between you and Linden Lab regarding a claim, you and we agree to alternative dispute resolution.",,unc,
unc,"Our goal is to provide you with a neutral and cost-effective means of resolving the dispute quickly. If any controversy, allegation or claim arises out of or relates to the Service, the Website(s), the Content, your User Content, your Unsolicited Ideas and Materials, this Agreement, your decision to enter into this Agreement, any Additional Terms or any other aspect of your relationship with Linden Lab (collectively, ""Dispute""), then you and we agree to send a written notice to the other providing a reasonable description of the Dispute, along with a proposed resolution of it. Our notice to you will be sent to you based on the most recent contact information (including email address) that you provide us. You are obligated to ensure that such contact information is current and accurate. Your notice to us must be sent to: Linden Research, Inc., 945 Battery Street, San Francisco, CA 94111, Attention: General Counsel. For a period of sixty (60) days from the date of receipt of notice from the other party, Linden and you will engage in a dialogue in order to attempt to resolve the Dispute, though neither party is required to resolve such dispute on terms which each party, in its sole discretion, is uncomfortable.",,unc,
unc,"IF WE CANNOT RESOLVE A DISPUTE WITHIN SIXTY (60) DAYS OF RECEIPT OF SUCH NOTICE, THEN EITHER YOU OR WE MAY ELECT TO SUBMIT THE DISPUTE TO FORMAL ARBITRATION AS HEREINAFTER DESCRIBED. WITH ARBITRATION (A) THERE IS NO JUDGE OR JURY, (B) THE ARBITRATION PROCEEDINGS AND ARBITRATION OUTCOME ARE SUBJECT TO CERTAIN CONFIDENTIALITY RULES, AND (C) JUDICIAL REVIEW OF THE ARBITRATION OUTCOME IS LIMITED. Further, you and Linden Lab agree that, should resolution of the Dispute(s) occur in arbitration, such Dispute(s) will be arbitrated only on an individual basis and will not be consolidated with any other arbitration or other proceedings that involve any claim or controversy of any other party. ",,unc,
unc,"Should either you or Linden Lab elect to resolve the Dispute by way of binding arbitration, the arbitration shall proceed in accordance with the then-current Commercial Arbitration Rules of the American Arbitration Association (""AAA""), except that, as noted, in no event shall the arbitration proceed as a class or representative action. If the Dispute has a claimed value of not more than $10,000,000, then the arbitration will be heard and determined by a single, neutral arbitrator who is a retired judge or a lawyer with not less than ten (10) years' experience as a practicing member of the bar in the substantive practice area related to the Dispute, who will administer the proceedings in accordance with the AAA's Supplementary Procedures for Consumer Related Disputes. If the Dispute has a claimed value of more than $10,000,000, then the arbitration will be heard and determined by a three (3) member panel, with one member to be selected by each party and the third (who will chair the panel) selected by the two (2) party-appointed members or by the AAA in accordance with the Commercial Arbitration Rules. The arbitrator or arbitration panel, as the case may be, will apply applicable law and the provisions of this Agreement and any Additional Terms, will determine any Dispute according to applicable law and facts based upon the record and no other basis, and will issue a reasoned award.",,unc,
unc,"If a party properly submits the Dispute to the AAA for formal arbitration and the AAA is unwilling or unable to set a hearing date within sixty (60) days of the filing of a ""demand for arbitration,"" then either party can elect to have the arbitration administered by the Judicial Arbitration and Mediation Services Inc. (""JAMS"") using JAMS' streamlined Arbitration Rules and Procedures, or by any other arbitration administration service that you and a legal officer of Linden Lab consent to in writing, except, as noted above, that in no event shall the arbitration proceed as a class or representative action. The substantive practice area requirements for the arbitrator and the $10,000,000 threshold for the number of arbitrators assigned to the Dispute set forth in the paragraph above will also apply to any such arbitration under JAMS or other arbitration service.",,unc,
unc,"You can obtain AAA and JAMS procedures, rules, and fee information as follows:",,unc,
unc,"All parties to the arbitration will have the right, at their own expense, to be represented by an attorney or other advocate of their choosing. If the Dispute has a claimed value of not more than $250,000, an arbitration hearing will be conducted, at your election, either by telephone (or other mutually agreeable remote technology) or in City and County of San Francisco, California. If the Dispute has a claimed value of more than $250,000, the arbitration will be conducted in the City and County of San Francisco, California. You and we will pay the administrative and arbitrator's fees and other costs in accordance with the applicable arbitration rules (including any rules regarding hardship); but if applicable arbitration rules or laws require Linden Lab to pay a greater portion or all of such fees and costs in order for this arbitration provision to be enforceable, or if the arbitrator(s) determine that you would experience an extreme hardship by paying your share of arbitration fees and costs prior to resolution of the Dispute, then Linden Lab will have the right to elect to pay the fees and costs and proceed to arbitration. Discovery will be permitted pursuant to the applicable arbitration rules. The arbitrator's decision must consist of a written statement stating the disposition of each claim of the Dispute, and must provide a statement of the essential findings and conclusions on which the decision and award (if any) may be entered in or by any court that has jurisdiction over the parties pursuant to Section 9 of the Federal Arbitration Act. The arbitrator must honor the terms of this Agreement (and any Additional Terms) and can award the prevailing party damages and other relief (including attorneys' fees) consistent with applicable law.",,unc,
unc,"Notwithstanding the provisions of Section 10.1, either party may seek judicial relief from any court of competent jurisdiction (a) to enforce an arbitral award issued hereunder, (b) to compel arbitration required hereunder or (c) to obtain temporary injunctive relief to prevent imminent and irreparable harm or to preserve the status quo until an arbitrator can be empaneled and determine whether to continue, terminate or modify any such relief. In the event of a request for temporary injunctive relief, the requirement for 60 days' dialogue before an arbitration can be initiated shall not apply.",,unc,
j,"As set out in Section 10.1, in the event a court or arbitrator determines that the limitation of the arbitration to Dispute(s) between you and Linden Lab (prohibiting class or representative proceedings) is unenforceable, the Dispute then must be brought exclusively in the state or federal courts of San Francisco County, California.",3,j3,
unc,"Linden Lab controls and operates the Service from its offices in the United States. Linden Lab makes no representation that any aspect of the Service is appropriate or available for use outside of the United States. Those who access the Service from other locations are doing so on their own initiative and are responsible for compliance with applicable local laws regarding your online conduct and acceptable content, if and to the extent local laws apply. ",,unc,
unc,"Software related to or made available by the Service may be subject to export controls of the United States. No software from the Service may be downloaded, exported, or re-exported (i) into (or to a national or resident of) any country or other jurisdiction to which the United States has embargoed goods, software, technology or services (which, as of the effective date of this User Agreement, includes Cuba, North Korea, Iran, Sudan and Syria), or (ii) to anyone on the U.S. Treasury Department's list of Specially Designated Nationals or the U.S. Commerce Department's Table of Deny Orders, or (iii) to anyone on the U.S. Department of Commerce's Bureau of Industry and Security Entities List as published in the Export Administration Regulations (including entities engaged in weapons of mass destruction proliferation in various countries and persons and entities that are suspected of diverting U.S. origin items to embargoed countries or terrorist end-uses). By downloading any software related to the Service, you represent and warrant that you are not located in, under the control of, or a national or resident of, any such country or on any such list.",,unc,
unc,You may not assign this Agreement or your Account; we may assign this Agreement.,,unc,
unc,"You may not assign this Agreement or your Account without the prior written consent of Linden Lab. You may not transfer or sublicense any licenses granted by Linden Lab in this Agreement without the prior, written consent of Linden Lab, except solely to the extent this Agreement or an applicable Product Policy permits transfer of any applicable Virtual Tender licenses. Linden Lab may assign this Agreement, in whole or in part, and all related rights, licenses, benefits and obligations, without restriction, including the right to sublicense any rights and licenses under this Agreement.",,unc,
unc,We agree to provide each other with notices in a specified manner.,,unc,
unc,"Linden Lab may give notice to and obtain consent from you by one or more of the following means: through the Service or Website, by electronic mail to your e-mail address in our records, or by written mail communication to the address on record for your Account. When you communicate with us electronically, such as via e-mail and text message, you consent to receive communications from us electronically.  All notices given by you or required under this Agreement shall be faxed to Linden Lab Legal Department at: (415) 243-9045; or mailed to us at: Linden Lab Legal Department, 945 Battery Street, San Francisco, CA 94111.",,unc,
unc,"With respect to any electronic commercial service on a Website, residents of California are entitled to the following specific consumer rights information: if you have a complaint, you may contact the Complaint Assistance Unit of the Division of Consumer Services of the Department of Consumer Affairs by mail at 1625 North Market Boulevard, Suite N 112, Sacramento, California 95834, or by telephone at 1.800.952.5210. See also www.dca.ca.gov.",,unc,
unc,This Agreement and the referenced Policies are the entire understanding between us.,,unc,
unc,"This Agreement, including the Additional Terms and policies referenced in this Agreement, sets forth the entire understanding and agreement between you and Linden Lab with respect to the subject matter hereof and supersedes any prior or contemporaneous agreements or understandings.",,unc,
ch,"Linden Lab reserves the right to modify this Agreement and any Additional Terms, at any time without prior notice (""Updated Terms"").",2,ch2,
use,"You agree that we may notify you of the Updated Terms by posting them on the Service, and that your use of the Service after we post the Updated Terms (or engaging in other such conduct as we may reasonably specify) constitutes your agreement to the Updated Terms.",2,use2,
ch,"Therefore, you should review this Agreement and any Additional Terms on a regular and frequent basis.",2,ch2,
unc,"The section headings used herein, including descriptive summary sentences at the start of each section, are for convenience only and shall not affect the interpretation of this Agreement. The terms ""include"" and ""including"" are not limiting. As used in this Agreement, references to a determination made in Linden Lab's discretion means that the determination will be made by Linden Lab in accordance with its good faith business judgment. If any provision of this Agreement shall be held by a court of competent jurisdiction to be unlawful, void, or unenforceable, then in such jurisdiction that provision shall be deemed severable from these terms and shall not affect the validity and enforceability of the remaining provisions.",,unc,
law,"The applicable law and venue is in San Francisco, California.",2,law2,
law,You agree that this Agreement and the relationship between you and Linden Lab shall be governed by the laws of the State of California without regard to conflict of law principles or the United Nations Convention on the International Sale of Goods.,2,law2,
j,"Further, you and Linden Lab agree to submit to the exclusive personal jurisdiction and venue of the courts located in the City and County of San Francisco, California, except as provided in Section 10 regarding arbitration.",3,j3,
unc,"IF YOU CLAIM THAT YOU HAVE INCURRED ANY LOSSES OR DAMAGES IN CONNECTION WITH YOUR USE OF THE SERVICE, THEN THE LOSSES AND DAMAGES WILL NOT BE IRREPARABLE OR SUFFICIENT TO ENTITLE YOU TO AN INJUNCTION OR OTHER EQUITABLE RELIEF OF ANY KIND. THIS MEANS THAT, IN CONNECTION WITH YOUR CLAIM, YOU AGREE THAT YOU WILL NOT SEEK AND THAT YOU WILL NOT BE PERMITTED TO OBTAIN ANY COURT OR OTHER ACTION THAT MAY INTERFERE WITH OR PREVENT THE DEVELOPMENT OR EXPLOITATION OF ANY WEBSITE, CONTENT, USER CONTENT, UNSOLICITED IDEAS AND MATERIALS, PRODUCT, SERVICE, OR OTHER INTELLECTUAL PROPERTY OWNED, LICENSED, OR CONTROLLED BY LINDEN LAB OR A LICENSOR OF LINDEN LAB.",,unc,
unc,Improperly Filed Claims are Subject to Attorneys' Fees and Costs.,,unc,
unc,"All claims you bring against Linden Lab must be resolved in accordance with Section 10, Dispute Resolution and Arbitration. All claims filed or brought contrary to the Dispute Resolution Section shall be considered improperly filed and a breach of these Terms of Service. Should either party file a claim contrary to the Dispute Resolution Section, the other party may recover attorneys' fees and costs up to one thousand U.S. Dollars ($1,000.00 USD), provided that such party seeking such fees has notified the other in writing of the improperly filed claim, and the other has failed to promptly withdraw the claim.",,unc,
unc,"The following related policies are incorporated by reference in and made part of this Agreement, and provide Additional Terms, conditions and guidelines regarding the Service. In the event of a conflict between this Agreement and any Additional Terms, this Agreement shall control except as expressly provided otherwise.",,unc,
unc,Our User Agreement has been updated. Click here to see a summary of changes.,,unc,
unc,"Our mission is to connect the world’s professionals to allow them to be more productive and successful. Our services are designed to promote economic opportunity for our members by enabling you and millions of other professionals to meet, exchange ideas, learn, and find opportunities or employees, work, and make decisions in a network of trusted relationships.",,unc,
use,When you use our Services you agree to all of these terms.,2,use2,
use,"You agree that by clicking “Join Now”, “Join LinkedIn”, “Sign Up” or similar, registering, accessing or using our services (described below), you are agreeing to enter into a legally binding contract with LinkedIn (even if you are using our Services on behalf of a company).",2,use2,
unc,Your use of our Services is also subject to our Privacy Policy and Cookie Policy.,,unc,
unc,"This Contract applies to LinkedIn.com, LinkedIn-branded apps, Slideshare, LinkedIn Learning and other LinkedIn-related sites, apps, communications and other services that state that they are offered under this Contract (“Services”), including the offsite collection of data for those Services, such as our ads and the “Apply with LinkedIn” and “Share with LinkedIn” plugins. Registered users of our Services are “Members” and unregistered users are “Visitors”. This Contract applies to both.",,unc,
unc,"You are entering into this Contract with LinkedIn (also referred to as “we” and “us”). If you reside in the United States, you are entering into this Contract with LinkedIn Corporation and your personal data provided to, or collected by or for, our Services is controlled by LinkedIn Corporation. If you reside outside the United States, you are entering into this Contract with LinkedIn Ireland U.C. and your personal data provided to, or collected by or for, our Services is controlled by LinkedIn Ireland U.C.",,unc,
unc,"When you register and join the LinkedIn Service, you become a Member. If you have chosen not to register for our Services, you may access certain features as a visitor.",,unc,
ch,"We may modify this Contract, our Privacy Policy and our Cookies Policies from time to time.",2,ch2,
use,Your continued use of our Services after we publish or send a notice about our changes to these terms means that you are consenting to the updated terms.,2,use2,
unc,Here are some promises you make to us in this Contract:,,unc,
unc,You’re eligible to enter into this Contract and you are at least our “Minimum Age.”,,unc,
unc,The Services are not for use by anyone under the age of 16.,,unc,
unc,"To use the Services, you agree that: (1) you must be the “Minimum Age” (described below) or older; (2) you will only have one LinkedIn account (and/or one SlideShare account, if applicable), which must be in your real name; and (3) you are not already restricted by LinkedIn from using the Services.",,unc,
unc,"Members who were below this new Minimum Age when they started using the Services under a previous User Agreement may continue to use them, as they have already reached the new Minimum Age since then or will reach it in the near future.",,unc,
unc,"“Minimum Age” means 16 years old. However, if law requires that you must be older in order for LinkedIn to lawfully provide the Services to you without parental consent (including using of your personal data) then the Minimum Age is such older age.",,unc,
unc,You will not share an account with anyone else and will follow our rules and the law.,,unc,
unc,"Members are account holders. You agree to: (1) try to choose a strong and secure password; (2) keep your password secure and confidential; (3) not transfer any part of your account (e.g., connections) and (4) follow the law and our list of Dos and Don’ts. You are responsible for anything that happens through your account unless you close it or report misuse.",,unc,
unc,"As between you and others (including your employer), your account belongs to you. However, if the Services were purchased by another party for you to use (e.g. Recruiter seat bought by your employer), the party paying for such Service has the right to control access to and get reports on your use of such paid Service; however, they do not have rights to your personal account.",,unc,
unc,You’ll honor your payment obligations and you are okay with us storing your payment information. You understand that there may be fees and taxes that are added to our prices.,,unc,
unc,"If you buy any of our paid Services (“Premium Services”), you agree to pay us the applicable fees and taxes and to additional terms specific to the paid Services. Failure to pay these fees will result in the termination of your paid Services. Also, you agree that:",,unc,
unc,Your purchase may be subject to foreign exchange fees or differences in prices based on location (e.g. exchange rates).,,unc,
unc,"We may store and continue billing your payment method (e.g. credit card) even after it has expired, to avoid interruptions in your Services and to use to pay other Services you may buy.",,unc,
unc,"If you purchase a subscription, your payment method automatically will be charged at the start of each subscription period for the fees and taxes applicable to that period. To avoid future charges, cancel before the renewal date. Learn how to cancel or suspend your Premium Services.",,unc,
unc,All of your purchases of Services are subject to LinkedIn’s refund policy.,,unc,
unc,We may calculate taxes payable by you based on the billing information that you provide us at the time of purchase.,,unc,
unc,You can get a copy of your invoice through your LinkedIn account settings under “Purchase History”.,,unc,
unc,"You’re okay with us providing notices to you through our websites, apps, and contact information your provided to us. If the contact information you provide is out of date, you may miss out on important notices.",,unc,
unc,"You agree that we will provide notices to you in the following ways: (1) a notice within the Service, or (2) a message sent to the contact information you provided us (e.g., email, mobile number, physical address). You agree to keep your contact information up to date.",,unc,
unc,Please review your settings to control and limit the messages you receive from us.,,unc,
unc,"When you share information, others can see, copy and use that information.",,unc,
unc,"Our Services allow messaging and sharing of information in many ways, such as your profile, slide deck, links to news articles, job postings, InMails and blogs. Information and content that you share or post may be seen by other Members or Visitors. Where we have made settings available, we will honor the choices you make about who can see content or information (e.g., message content to your addressees, sharing content only to LinkedIn connections, restricting your profile visibility from search engines, or opting not to notify others of your LinkedIn profile update). For job searching activities, we default to not notifying your connections network or the public. So if you apply for a job through our Service or opt to signal that you are interested in a job, our default is to share it only with the job poster.",,unc,
cr,"We are not obligated to publish any information or content on our Service and can remove it in our sole discretion, with or without notice.",3,cr3,
unc,"You own all of the content, feedback, and personal information you provide to us, but you also grant us a non-exclusive license to it.",,unc,
unc,We’ll honor the choices you make about who gets to see your information and content,,unc,
unc,"You promise to only provide information and content that you have the right to share, and that your LinkedIn profile will be truthful.",,unc,
unc,"As between you and LinkedIn, you own the content and information that you submit or post to the Services and you are only granting LinkedIn and our affiliates the following non-exclusive license: A worldwide, transferable and sublicensable right to use, copy, modify, distribute, publish, and process, information and content that you provide through our Services, without any further consent, notice and/or compensation to you or others. These rights are limited in the following ways:",,unc,
unc,"You can end this license for specific content by deleting such content from the Services, or generally by closing your account, except (a) to the extent you shared it with others as part of the Service and they copied, re-shared it or stored it and (b) for the reasonable time it takes to remove from backup and other systems.",,unc,
unc,"We will not include your content in advertisements for the products and services of third parties to others without your separate consent (including sponsored content). However, we have the right, without payment to you or others, to serve ads near your content and information, and your social actions on sponsored content and company pages may be visible, as noted in the Privacy Policy.",,unc,
unc,"We will get your consent if we want to give third parties the right to publish your posts beyond the Service. However, other Members and/or Visitors may access and share your content and information, consistent with your choices.",,unc,
unc,"While we may edit and make formatting changes to your content (such as translating it, modifying the size, layout or file type or removing metadata), we will not modify the meaning of your expression.",,unc,
unc,"Because you own your content and information and we only have non-exclusive rights to it, you may choose to make it available to others, including under the terms of a Creative Commons license.",,unc,
unc,"You agree that we may access, store and use any information that you provide in accordance with the terms of the Privacy Policy and your choices (including settings).",,unc,
unc,"By submitting suggestions or other feedback regarding our Services to LinkedIn, you agree that LinkedIn can use and share (but does not have to) such feedback for any purpose without compensation to you.",,unc,
unc,You agree to only provide content or information that does not violate the law nor anyone’s rights (including intellectual property rights). You also agree that your profile information will be truthful. LinkedIn may be required by law to remove certain information or content in certain countries.,,unc,
ter,"We may change, suspend or end any Service, or change and modify prices prospectively in our discretion.",3,ter3,
ch,"We may change, suspend or end any Service, or change and modify prices prospectively in our discretion.",2,ch2,
ter,We may change or discontinue any of our Services.,3,ter3,
unc,"LinkedIn is not a storage service. You agree that we have no obligation to store, maintain or provide you a copy of any content or information that you or others provide, except to the extent required by applicable law and as noted in our Privacy Policy.",,unc,
unc,"Your use of others’ content and information posted on our Services, is at your own risk.",,unc,
unc,"Others may offer their own products and services through LinkedIn, and we aren’t responsible for those third-party activities.",,unc,
ltd,You agree that we are not responsible for others’ (including other Members’) content or information.,2,ltd2,
ltd,"We cannot always prevent this misuse of our services, and you agree that we are not responsible for any such misuse.",2,ltd2,
unc,"You are responsible for deciding if you want to access or use third party apps or sites that link from our Services. If you allow a third party app or site to authenticate you or connect with your LinkedIn account, that app or site can access information on LinkedIn related to you and your connections. Third party apps and sites have their own legal terms and privacy policies, and you may be giving others permission to use your information in ways we would not. ",,unc,
ch,We have the right to limit how you connect and interact on our Services.,2,ch2,
ch,"LinkedIn reserves the right to limit your use of the Services, including the number of your connections and your ability to contact other Members.",2,ch2,
ter,"LinkedIn reserves the right to restrict, suspend, or terminate your account if LinkedIn believes that you may be in breach of this Contract or law or are misusing the Services (e.g. violating any Do and Don’ts).",2,ter2,
ch,"LinkedIn reserves the right to restrict, suspend, or terminate your account if LinkedIn believes that you may be in breach of this Contract or law or are misusing the Services (e.g. violating any Do and Don’ts).",2,ch2,
unc,"LinkedIn reserves all of its intellectual property rights in the Services. Using the Services does not give you any ownership in our Services or the content or information made available through our Services. Trademarks and logos used in connection with the Services are be the trademarks of their respective owners. LinkedIn, SlideShare, and “in” logos and other LinkedIn trademarks, service marks, graphics, and logos used for our Services are trademarks or registered trademarks of LinkedIn.",,unc,
unc,"This is our disclaimer of legal liability for the quality, safety, or reliability of our Services.",,unc,
ltd,"TO THE EXTENT ALLOWED UNDER LAW, LINKEDIN AND ITS AFFILIATES (AND THOSE THAT LINKEDIN WORKS WITH TO PROVIDE THE SERVICES) (A) DISCLAIM ALL IMPLIED WARRANTIES AND REPRESENTATIONS (E.G. WARRANTIES OF MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE, ACCURACY OF DATA, AND NONINFRINGEMENT); (B) DO NOT GUARANTEE THAT THE SERVICES WILL FUNCTION WITHOUT INTERRUPTION OR ERRORS, AND (C) PROVIDE THE SERVICE (INCLUDING CONTENT AND INFORMATION) ON AN “AS IS” AND “AS AVAILABLE” BASIS.",2,ltd2,
unc,"SOME LAWS DO NOT ALLOW CERTAIN DISCLAIMERS, SO SOME OR ALL OF THESE DISCLAIMERS MAY NOT APPLY TO YOU.",,unc,
unc,These are the limits of legal liability we may have to you.,,unc,
ltd,"TO THE EXTENT PERMITTED UNDER LAW (AND UNLESS LINKEDIN HAS ENTERED INTO A SEPARATE WRITTEN AGREEMENT THAT OVERRIDES THIS CONTRACT), LINKEDIN AND ITS AFFILIATES (AND THOSE THAT LINKEDIN WORKS WITH TO PROVIDE THE SERVICES) SHALL NOT BE LIABLE TO YOU OR OTHERS FOR ANY INDIRECT, INCIDENTAL, SPECIAL, CONSEQUENTIAL OR PUNITIVE DAMAGES, OR ANY LOSS OF DATA, OPPORTUNITIES, REPUTATION, PROFITS OR REVENUES, RELATED TO THE SERVICES (E.G. OFFENSIVE OR DEFAMATORY STATEMENTS, DOWN TIME OR LOSS, USE OF, OR CHANGES TO, YOUR INFORMATION OR CONTENT).",2,ltd2,
ltd,"IN NO EVENT SHALL THE LIABILITY OF LINKEDIN AND ITS AFFILIATES (AND THOSE THAT LINKEDIN WORKS WITH TO PROVIDE THE SERVICES) EXCEED, IN THE AGGREGATE FOR ALL CLAIMS, AN AMOUNT THAT IS THE LESSER OF (A) FIVE TIMES THE MOST RECENT MONTHLY OR YEARLY FEE THAT YOU PAID FOR A PREMIUM SERVICE, IF ANY, OR (B) US $1000.",2,ltd2,
unc,"THIS LIMITATION OF LIABILITY IS PART OF THE BASIS OF THE BARGAIN BETWEEN YOU AND LINKEDIN AND SHALL APPLY TO ALL CLAIMS OF LIABILITY (E.G. WARRANTY, TORT, NEGLIGENCE, CONTRACT, LAW) AND EVEN IF LINKEDIN OR ITS AFFILIATES HAS BEEN TOLD OF THE POSSIBILITY OF ANY SUCH DAMAGE, AND EVEN IF THESE REMEDIES FAIL THEIR ESSENTIAL PURPOSE.",,unc,
unc,"SOME LAWS DO NOT ALLOW THE LIMITATION OR EXCLUSION OF LIABILITY, SO THESE LIMITS MAY NOT APPLY TO YOU.",,unc,
ter,Both you and LinkedIn may terminate this Contract at any time with notice to the other.,3,ter3,
unc,Members and/or Visitors’ rights to further re-share content and information you shared through the Service to the extent copied or re-shared prior to termination;,,unc,
unc,Any amounts owed by either party prior to termination remain owed after termination.,,unc,
unc,You can visit our Help Center to close your account.,,unc,
law,"In the unlikely event we end up in a legal dispute, we agree to resolve it in California courts (using California law) or Dublin, Ireland courts (using Irish law).",2,law2,
j,"In the unlikely event we end up in a legal dispute, we agree to resolve it in California courts (using California law) or Dublin, Ireland courts (using Irish law).",3,j3,
law,"If you live in the European Union: You agree that the laws of Ireland, excluding conflict of laws rules, shall exclusively govern any dispute relating to this Contract and/or the Services.",2,law2,
j,"We both agree that all of these claims can only be litigated in Dublin, Ireland, and we each agree to personal jurisdiction of the courts located in Dublin, Ireland.",3,j3,
law,"For all others, including those who live outside of the United States, you agree that the laws of the State of California, U.S.A., excluding its conflict of laws rules, shall exclusively govern any dispute relating to this Contract and/or the Services.",2,law2,
j,"We both agree that all of these claims can only be litigated in the federal or state courts in Santa Clara County, California, USA, and we each agree to personal jurisdiction in those courts.",3,j3,
unc,Here are some important details about how to read the Contract.,,unc,
unc,"If a court with authority over this Contract finds any part of it not enforceable, you and us agree that the court should modify the terms to make that part enforceable while still achieving its intent. If the court cannot do that, you and us agree to ask the court to remove that unenforceable part and still enforce the rest of this Contract. To the extent allowed by law, the English language version of this Contract is binding and other translations are for convenience only. This Contract (including additional terms that may be provided by us when you engage with a feature of the Services) is the only agreement between us regarding the Services and supersedes all prior agreements for the Services.",,unc,
unc,"If we don't act to enforce a breach of this Contract, that does not mean that LinkedIn has waived its right to enforce this Contract. You may not assign or transfer this Contract (or your membership or use of Services) to anyone without our consent. However, you agree that LinkedIn may assign this Contract to its affiliates or a party that buys it without your consent. There are no third party beneficiaries to this Contract.",,unc,
ch,We reserve the right to change the terms of this Contract and will provide you notice if we do and we agree that changes cannot be retroactive.,2,ch2,
unc,You agree that the only way to provide us legal notice is at the addresses provided in Section 10.,,unc,
unc,"Comply with all applicable laws, including, without limitation, privacy laws, intellectual property laws, anti-spam laws, export control laws, tax laws, and regulatory requirements;",,unc,
unc,"Act in an unlawful or unprofessional manner in connection with our Services, including being dishonest, abusive or discriminatory;",,unc,
unc,"Post inaccurate, defamatory obscene, shocking, hateful, threatening or otherwise inappropriate content or airing personal grievances or disputes;",,unc,
unc,Use an image that is not your likeness or a head-shot photo for your profile;,,unc,
unc,Create a false identity on LinkedIn. The occasional creation of clearly fictional profiles by LinkedIn or with its express permission in connection with a promotional campaign does not waive this obligation;,,unc,
unc,"Misrepresent your identity (e.g. by using a pseudonym), your current or previous positions, qualifications or affiliations with a person or entity;",,unc,
unc,Create a Member profile for anyone other than yourself (a real person);,,unc,
unc,Invite people you do not know to join your network;,,unc,
unc,"Send or post any unsolicited or unauthorized advertising, “junk mail,” “spam,” “chain letters,” “pyramid schemes,” or any form of solicitation unauthorized by LinkedIn;",,unc,
unc,"Develop, support or use software, devices, scripts, robots, or any other means or processes (including crawlers, browser plugins and add-ons, or any other technology or manual work) to scrape the Services or otherwise copy profiles and other data from the Services;",,unc,
unc,Bypass or circumvent any access controls or Service use limits (such as caps on keyword searches);,,unc,
unc,"Copy, use, disclose or distribute any information obtained from the Services, whether directly or through third parties (such as search engines), without the consent of LinkedIn;",,unc,
unc,"Solicit email addresses or other personal information from Members you don’t know, without authorization.",,unc,
unc,"Use, disclose or distribute any data obtained in violation of this policy;",,unc,
unc,Disclose information that you do not have the consent to disclose (such as confidential information of others (including your employer));,,unc,
unc,"Violate the intellectual property rights of others, including copyrights, patents, trademarks, trade secrets, or other proprietary rights. For example, do not copy or distribute (except through the available sharing functionality) the posts or other content of others without their permission, which they may give by posting under a Creative Commons license;",,unc,
unc,"Violate the intellectual property or other rights of LinkedIn, including, without limitation, (i) copying or distributing our learning videos or other materials or (ii) copying or distributing our technology, unless it is released under open source licenses; (iii) using the word “LinkedIn” or our logos in any business name, email, or URL except as provided in the Brand Guidelines;",,unc,
unc,Use LinkedIn invitations to send messages to people who don’t know you or who are unlikely to recognize you as a known contact;,,unc,
unc,"Post anything that contains software viruses, worms, or any other harmful code;",,unc,
unc,Manipulate identifiers in order to disguise the origin of any message or post transmitted through the Services.,,unc,
unc,Create profiles or provide content that promotes escort services or prostitution.,,unc,
unc,"Create or operate a pyramid scheme, fraud or other similar practice;",,unc,
unc,"Reverse engineer, decompile, disassemble, decipher or otherwise attempt to derive the source code for the Services or any related technology that is not open source;",,unc,
unc,"Imply or state that you are affiliated with or endorsed by LinkedIn without our express consent (e.g., representing yourself as an accredited LinkedIn trainer);",,unc,
unc,"Rent, lease, loan, trade, sell/re-sell access to the Services or related data;",,unc,
